Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Apr 6 2003,9:00p,Minnesota Timberwolves,97,Portland Trail Blazers,78,Box Score,,20169,
Sun Apr 6 2003,9:00p,Utah Jazz,80,Seattle SuperSonics,82,Box Score,,15588,
Sun Apr 6 2003,9:30p,Phoenix Suns,113,Los Angeles Lakers,115,Box Score,OT,18997,
Tue Apr 8 2003,7:00p,Washington Wizards,100,Cleveland Cavaliers,91,Box Score,,20562,
Tue Apr 8 2003,7:00p,Detroit Pistons,74,Philadelphia 76ers,91,Box Score,,20520,
Tue Apr 8 2003,7:30p,Toronto Raptors,83,Miami Heat,89,Box Score,,14365,
Tue Apr 8 2003,7:30p,Atlanta Hawks,95,New York Knicks,99,Box Score,,18871,
Tue Apr 8 2003,8:00p,Los Angeles Clippers,108,Memphis Grizzlies,111,Box Score,,11618,
Tue Apr 8 2003,8:30p,Indiana Pacers,103,Chicago Bulls,115,Box Score,,20198,
Tue Apr 8 2003,8:30p,Portland Trail Blazers,81,Houston Rockets,66,Box Score,,10900,
Tue Apr 8 2003,9:00p,Phoenix Suns,98,Denver Nuggets,78,Box Score,,13873,
Tue Apr 8 2003,10:00p,Seattle SuperSonics,85,Sacramento Kings,107,Box Score,,17317,
Tue Apr 8 2003,10:30p,Utah Jazz,102,Golden State Warriors,128,Box Score,,16268,
Tue Apr 8 2003,10:30p,Dallas Mavericks,99,Los Angeles Lakers,108,Box Score,,18997,
Wed Apr 9 2003,7:00p,Toronto Raptors,82,Orlando Magic,88,Box Score,,14581,
Wed Apr 9 2003,7:00p,Boston Celtics,87,Washington Wizards,83,Box Score,,20173,
Wed Apr 9 2003,7:30p,New Jersey Nets,92,Atlanta Hawks,97,Box Score,,17119,
Wed Apr 9 2003,7:30p,Chicago Bulls,102,Detroit Pistons,111,Box Score,OT,18966,
Wed Apr 9 2003,8:00p,Los Angeles Clippers,92,Milwaukee Bucks,112,Box Score,,14071,
Wed Apr 9 2003,8:30p,Cleveland Cavaliers,81,New Orleans Hornets,100,Box Score,,15551,
Wed Apr 9 2003,8:30p,Portland Trail Blazers,79,San Antonio Spurs,84,Box Score,,18797,
Wed Apr 9 2003,9:00p,Houston Rockets,73,Utah Jazz,94,Box Score,,19661,
Wed Apr 9 2003,10:00p,Dallas Mavericks,89,Phoenix Suns,112,Box Score,,17136,
Wed Apr 9 2003,10:00p,Minnesota Timberwolves,92,Seattle SuperSonics,100,Box Score,,16039,
Thu Apr 10 2003,7:30p,Philadelphia 76ers,99,Boston Celtics,78,Box Score,,18624,
Thu Apr 10 2003,10:00p,Sacramento Kings,104,Los Angeles Lakers,117,Box Score,,18997,
Fri Apr 11 2003,7:00p,Milwaukee Bucks,105,Toronto Raptors,103,Box Score,,17762,
Fri Apr 11 2003,7:30p,Cleveland Cavaliers,89,Atlanta Hawks,109,Box Score,,15056,
Fri Apr 11 2003,8:00p,Orlando Magic,98,Indiana Pacers,86,Box Score,,18345,
Fri Apr 11 2003,8:00p,Portland Trail Blazers,93,Memphis Grizzlies,96,Box Score,,17173,
Fri Apr 11 2003,8:00p,Washington Wizards,91,Miami Heat,87,Box Score,,20152,
Fri Apr 11 2003,8:00p,Los Angeles Clippers,90,Minnesota Timberwolves,106,Box Score,,16107,
Fri Apr 11 2003,8:00p,Philadelphia 76ers,103,New York Knicks,108,Box Score,,19763,
Fri Apr 11 2003,8:30p,New Jersey Nets,86,Chicago Bulls,95,Box Score,,22087,
Fri Apr 11 2003,8:30p,Detroit Pistons,89,New Orleans Hornets,93,Box Score,,17394,
Fri Apr 11 2003,8:30p,Seattle SuperSonics,86,San Antonio Spurs,94,Box Score,,19217,
Fri Apr 11 2003,9:00p,Dallas Mavericks,92,Utah Jazz,95,Box Score,,19896,
Fri Apr 11 2003,10:30p,Golden State Warriors,101,Phoenix Suns,117,Box Score,,17792,
Fri Apr 11 2003,10:30p,Denver Nuggets,103,Sacramento Kings,105,Box Score,,17317,
Sat Apr 12 2003,7:00p,Boston Celtics,86,Orlando Magic,89,Box Score,,17283,
Sat Apr 12 2003,7:00p,Atlanta Hawks,101,Washington Wizards,100,Box Score,,20173,
Sat Apr 12 2003,7:30p,New York Knicks,99,Cleveland Cavaliers,104,Box Score,OT,12684,
Sat Apr 12 2003,7:30p,Toronto Raptors,86,New Jersey Nets,94,Box Score,,15306,
Sat Apr 12 2003,8:30p,Golden State Warriors,108,Dallas Mavericks,117,Box Score,,19980,
Sat Apr 12 2003,8:30p,Seattle SuperSonics,86,Houston Rockets,101,Box Score,,14800,
Sat Apr 12 2003,9:30p,Los Angeles Clippers,101,Denver Nuggets,79,Box Score,,18319,
Sun Apr 13 2003,3:00p,Indiana Pacers,98,Milwaukee Bucks,107,Box Score,,17064,
Sun Apr 13 2003,3:30p,Chicago Bulls,95,Minnesota Timberwolves,119,Box Score,,18171,
Sun Apr 13 2003,3:30p,Los Angeles Lakers,99,Portland Trail Blazers,101,Box Score,,20580,
Sun Apr 13 2003,5:30p,Detroit Pistons,110,Memphis Grizzlies,107,Box Score,2OT,15704,
Sun Apr 13 2003,6:00p,Boston Celtics,94,Miami Heat,86,Box Score,,16500,
Sun Apr 13 2003,6:00p,New Orleans Hornets,94,Philadelphia 76ers,89,Box Score,,20576,
Sun Apr 13 2003,9:00p,San Antonio Spurs,85,Phoenix Suns,92,Box Score,,19023,
Mon Apr 14 2003,7:00p,New York Knicks,93,Washington Wizards,79,Box Score,,20173,
Mon Apr 14 2003,7:30p,Orlando Magic,84,Atlanta Hawks,100,Box Score,,17018,
Mon Apr 14 2003,7:30p,Cleveland Cavaliers,88,Detroit Pistons,89,Box Score,,18712,
Mon Apr 14 2003,7:30p,New Orleans Hornets,87,New Jersey Nets,74,Box Score,,12723,
Mon Apr 14 2003,8:30p,Seattle SuperSonics,106,Dallas Mavericks,109,Box Score,,19880,
Mon Apr 14 2003,9:00p,San Antonio Spurs,91,Utah Jazz,83,Box Score,,19821,
Mon Apr 14 2003,10:30p,Los Angeles Clippers,122,Golden State Warriors,113,Box Score,,16638,
Tue Apr 15 2003,7:00p,Miami Heat,103,Toronto Raptors,99,Box Score,,17666,
Tue Apr 15 2003,7:30p,Indiana Pacers,109,New York Knicks,93,Box Score,,19763,
Tue Apr 15 2003,8:30p,Philadelphia 76ers,106,Chicago Bulls,115,Box Score,,22408,
Tue Apr 15 2003,8:30p,Memphis Grizzlies,86,Houston Rockets,97,Box Score,,14704,
Tue Apr 15 2003,10:00p,Phoenix Suns,102,Portland Trail Blazers,120,Box Score,,20580,
Tue Apr 15 2003,10:30p,Denver Nuggets,104,Los Angeles Lakers,126,Box Score,,18997,
Wed Apr 16 2003,7:00p,Detroit Pistons,92,Boston Celtics,99,Box Score,,17069,
Wed Apr 16 2003,7:00p,Toronto Raptors,86,Cleveland Cavaliers,96,Box Score,,20251,
Wed Apr 16 2003,7:00p,Washington Wizards,87,Philadelphia 76ers,107,Box Score,,21257,
Wed Apr 16 2003,8:00p,New Jersey Nets,83,Indiana Pacers,90,Box Score,,17248,
Wed Apr 16 2003,8:00p,Minnesota Timberwolves,95,Memphis Grizzlies,87,Box Score,,15478,
Wed Apr 16 2003,8:00p,Orlando Magic,87,Milwaukee Bucks,93,Box Score,,15714,
Wed Apr 16 2003,8:30p,Atlanta Hawks,77,New Orleans Hornets,92,Box Score,,16815,
Wed Apr 16 2003,8:30p,Dallas Mavericks,93,San Antonio Spurs,72,Box Score,,19217,
Wed Apr 16 2003,9:00p,Houston Rockets,89,Denver Nuggets,84,Box Score,,18516,
Wed Apr 16 2003,10:00p,Utah Jazz,84,Sacramento Kings,95,Box Score,,17317,
Wed Apr 16 2003,10:00p,Phoenix Suns,70,Seattle SuperSonics,84,Box Score,,17072,
Wed Apr 16 2003,10:30p,Los Angeles Lakers,117,Golden State Warriors,111,Box Score,,20234,
Wed Apr 16 2003,10:30p,Portland Trail Blazers,93,Los Angeles Clippers,107,Box Score,,19060,
Sat Apr 19 2003,12:30p,Milwaukee Bucks,96,New Jersey Nets,109,Box Score,,16102,
Sat Apr 19 2003,3:00p,Boston Celtics,103,Indiana Pacers,100,Box Score,,16380,
Sat Apr 19 2003,5:30p,Phoenix Suns,96,San Antonio Spurs,95,Box Score,OT,19217,
Sat Apr 19 2003,8:00p,Portland Trail Blazers,86,Dallas Mavericks,96,Box Score,,20336,
Sat Apr 19 2003,10:30p,Utah Jazz,90,Sacramento Kings,96,Box Score,,17317,
Sun Apr 20 2003,12:30p,Orlando Magic,99,Detroit Pistons,94,Box Score,,21261,
Sun Apr 20 2003,3:30p,Los Angeles Lakers,117,Minnesota Timberwolves,98,Box Score,,17097,
Sun Apr 20 2003,8:00p,New Orleans Hornets,90,Philadelphia 76ers,98,Box Score,,19711,
Mon Apr 21 2003,8:00p,Phoenix Suns,76,San Antonio Spurs,84,Box Score,,19217,
Mon Apr 21 2003,8:30p,Boston Celtics,77,Indiana Pacers,89,Box Score,,15881,
Mon Apr 21 2003,10:30p,Utah Jazz,95,Sacramento Kings,108,Box Score,,17317,
Tue Apr 22 2003,7:00p,Milwaukee Bucks,88,New Jersey Nets,85,Box Score,,17633,
Tue Apr 22 2003,9:30p,Los Angeles Lakers,91,Minnesota Timberwolves,119,Box Score,,17132,
Wed Apr 23 2003,7:00p,New Orleans Hornets,85,Philadelphia 76ers,90,Box Score,,20229,
Wed Apr 23 2003,8:00p,Orlando Magic,77,Detroit Pistons,89,Box Score,,22076,
Wed Apr 23 2003,9:30p,Portland Trail Blazers,99,Dallas Mavericks,103,Box Score,,20356,
Thu Apr 24 2003,6:00p,Indiana Pacers,83,Boston Celtics,101,Box Score,,18624,
Thu Apr 24 2003,8:30p,New Jersey Nets,103,Milwaukee Bucks,101,Box Score,,17539,
Thu Apr 24 2003,11:00p,Minnesota Timberwolves,114,Los Angeles Lakers,110,Box Score,OT,18997,
Fri Apr 25 2003,8:00p,Detroit Pistons,80,Orlando Magic,89,Box Score,,17283,
Fri Apr 25 2003,10:00p,San Antonio Spurs,99,Phoenix Suns,86,Box Score,,19023,
Fri Apr 25 2003,10:30p,Dallas Mavericks,115,Portland Trail Blazers,103,Box Score,,19980,
Sat Apr 26 2003,5:00p,New Jersey Nets,114,Milwaukee Bucks,119,Box Score,OT,18391,
Sat Apr 26 2003,7:30p,Philadelphia 76ers,85,New Orleans Hornets,99,Box Score,,17320,
Sat Apr 26 2003,10:00p,Sacramento Kings,104,Utah Jazz,107,Box Score,,19911,
Sun Apr 27 2003,12:00p,Indiana Pacers,92,Boston Celtics,102,Box Score,,18624,
Sun Apr 27 2003,3:00p,Minnesota Timberwolves,97,Los Angeles Lakers,102,Box Score,,18997,
Sun Apr 27 2003,5:30p,Detroit Pistons,92,Orlando Magic,100,Box Score,,17283,
Sun Apr 27 2003,8:00p,Dallas Mavericks,79,Portland Trail Blazers,98,Box Score,,19980,
Sun Apr 27 2003,10:30p,San Antonio Spurs,84,Phoenix Suns,86,Box Score,,18756,
Mon Apr 28 2003,8:00p,Philadelphia 76ers,96,New Orleans Hornets,87,Box Score,,16243,
Mon Apr 28 2003,10:30p,Sacramento Kings,99,Utah Jazz,82,Box Score,,19911,
Tue Apr 29 2003,7:00p,Milwaukee Bucks,82,New Jersey Nets,89,Box Score,,16601,
Tue Apr 29 2003,7:00p,Phoenix Suns,82,San Antonio Spurs,94,Box Score,,19217,
Tue Apr 29 2003,9:30p,Boston Celtics,88,Indiana Pacers,93,Box Score,OT,15326,
Tue Apr 29 2003,9:30p,Los Angeles Lakers,120,Minnesota Timberwolves,90,Box Score,,20098,
Wed Apr 30 2003,6:00p,New Orleans Hornets,93,Philadelphia 76ers,91,Box Score,,19403,
Wed Apr 30 2003,8:00p,Orlando Magic,67,Detroit Pistons,98,Box Score,,22076,
Wed Apr 30 2003,8:30p,Portland Trail Blazers,103,Dallas Mavericks,99,Box Score,,20438,
Wed Apr 30 2003,11:00p,Utah Jazz,91,Sacramento Kings,111,Box Score,,17317,
Thu May 1 2003,7:00p,Indiana Pacers,90,Boston Celtics,110,Box Score,,18624,
Thu May 1 2003,8:00p,New Jersey Nets,113,Milwaukee Bucks,101,Box Score,,18717,
Thu May 1 2003,9:30p,San Antonio Spurs,87,Phoenix Suns,85,Box Score,,18913,
Thu May 1 2003,10:30p,Minnesota Timberwolves,85,Los Angeles Lakers,101,Box Score,,18997,
Fri May 2 2003,7:00p,Detroit Pistons,103,Orlando Magic,88,Box Score,,16909,
Fri May 2 2003,9:30p,Philadelphia 76ers,107,New Orleans Hornets,103,Box Score,,18570,
Fri May 2 2003,10:30p,Dallas Mavericks,103,Portland Trail Blazers,125,Box Score,,20602,
Sun May 4 2003,12:30p,Orlando Magic,93,Detroit Pistons,108,Box Score,,22076,
Sun May 4 2003,3:30p,Portland Trail Blazers,95,Dallas Mavericks,107,Box Score,,20281,
Mon May 5 2003,7:00p,Boston Celtics,93,New Jersey Nets,97,Box Score,,17343,
Mon May 5 2003,9:30p,Los Angeles Lakers,82,San Antonio Spurs,87,Box Score,,18797,
Tue May 6 2003,8:00p,Philadelphia 76ers,87,Detroit Pistons,98,Box Score,,22076,
Tue May 6 2003,9:00p,Sacramento Kings,124,Dallas Mavericks,113,Box Score,,20525,
Wed May 7 2003,7:00p,Boston Celtics,95,New Jersey Nets,104,Box Score,,19934,
Wed May 7 2003,9:30p,Los Angeles Lakers,95,San Antonio Spurs,114,Box Score,,18797,
Thu May 8 2003,7:00p,Philadelphia 76ers,97,Detroit Pistons,104,Box Score,OT,22076,
Thu May 8 2003,9:30p,Sacramento Kings,110,Dallas Mavericks,132,Box Score,,20491,
Fri May 9 2003,8:00p,New Jersey Nets,94,Boston Celtics,76,Box Score,,18624,
Fri May 9 2003,10:30p,San Antonio Spurs,95,Los Angeles Lakers,110,Box Score,,18997,
Sat May 10 2003,7:00p,Detroit Pistons,83,Philadelphia 76ers,93,Box Score,,20743,
Sat May 10 2003,9:30p,Dallas Mavericks,141,Sacramento Kings,137,Box Score,2OT,17317,
Sun May 11 2003,3:30p,San Antonio Spurs,95,Los Angeles Lakers,99,Box Score,,18997,
Sun May 11 2003,8:00p,Detroit Pistons,82,Philadelphia 76ers,95,Box Score,,20549,
Sun May 11 2003,10:30p,Dallas Mavericks,83,Sacramento Kings,99,Box Score,,17317,
Mon May 12 2003,8:00p,New Jersey Nets,110,Boston Celtics,101,Box Score,2OT,18624,
Tue May 13 2003,7:00p,Sacramento Kings,93,Dallas Mavericks,112,Box Score,,20556,
Tue May 13 2003,9:30p,Los Angeles Lakers,94,San Antonio Spurs,96,Box Score,,18797,
Wed May 14 2003,8:00p,Philadelphia 76ers,77,Detroit Pistons,78,Box Score,,22076,
Thu May 15 2003,8:00p,San Antonio Spurs,110,Los Angeles Lakers,82,Box Score,,18997,
Thu May 15 2003,10:30p,Dallas Mavericks,109,Sacramento Kings,115,Box Score,,17317,
Fri May 16 2003,7:30p,Detroit Pistons,93,Philadelphia 76ers,89,Box Score,OT,20888,
Sat May 17 2003,8:00p,Sacramento Kings,99,Dallas Mavericks,112,Box Score,,20595,
Sun May 18 2003,1:30p,New Jersey Nets,76,Detroit Pistons,74,Box Score,,22076,
Mon May 19 2003,9:30p,Dallas Mavericks,113,San Antonio Spurs,110,Box Score,,18797,
Tue May 20 2003,8:00p,New Jersey Nets,88,Detroit Pistons,86,Box Score,,22076,
Wed May 21 2003,8:30p,Dallas Mavericks,106,San Antonio Spurs,119,Box Score,,18797,
Thu May 22 2003,8:30p,Detroit Pistons,85,New Jersey Nets,97,Box Score,,19923,
Fri May 23 2003,9:00p,San Antonio Spurs,96,Dallas Mavericks,83,Box Score,,20695,
Sat May 24 2003,8:00p,Detroit Pistons,82,New Jersey Nets,102,Box Score,,19923,
Sun May 25 2003,8:30p,San Antonio Spurs,102,Dallas Mavericks,95,Box Score,,20561,
Tue May 27 2003,9:00p,Dallas Mavericks,103,San Antonio Spurs,91,Box Score,,18797,
Thu May 29 2003,9:00p,San Antonio Spurs,90,Dallas Mavericks,78,Box Score,,20812,
Wed Jun 4 2003,8:30p,New Jersey Nets,89,San Antonio Spurs,101,Box Score,,18797,
Fri Jun 6 2003,8:30p,New Jersey Nets,87,San Antonio Spurs,85,Box Score,,18797,
Sun Jun 8 2003,8:30p,San Antonio Spurs,84,New Jersey Nets,79,Box Score,,19280,
Wed Jun 11 2003,8:30p,San Antonio Spurs,76,New Jersey Nets,77,Box Score,,19280,
Fri Jun 13 2003,8:30p,San Antonio Spurs,93,New Jersey Nets,83,Box Score,,19280,
Sun Jun 15 2003,8:30p,New Jersey Nets,77,San Antonio Spurs,88,Box Score,,18797,
